table21,table22
0.472374390017592,0.555555555555556
0.484919721689227,0.375
0.497012100508033,0.375
0.498076806726675,0.611111111111111
0.513070321649531,0.5
0.517463351876109,0.857142857142857
0.518299256140137,0.384615384615385
0.51893776434166,0.461538461538462
0.534872920197231,0.238095238095238
0.536618680315667,0.5789473684
