table21,table22
0.916014109664779,0.7692307692
0.916601591282402,0.8947368421
0.918319750895758,0.9375
0.918800453556063,0.764705882352941
0.918865661856368,0.8
0.920189430462824,0.9411764706
0.921706050527218,0.625
0.92216162617427,0.8
0.926898866079514,0.75
0.943626530053193,1
